From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
03-02-2023 15:00,03-02-2023 15:15,108,NA,80.6,46.8,0.89,NA,20.7,60.8,0.1,27
03-02-2023 15:15,03-02-2023 15:30,108,NA,81.6,47.4,0.89,NA,20.2,57.8,0.1,27
03-02-2023 15:30,03-02-2023 15:45,108,NA,82.5,47.2,0.89,NA,20.2,54.7,0.1,27
03-02-2023 15:45,03-02-2023 16:00,128,NA,83.8,47.7,0.88,NA,19.9,53.3,0.1,14
03-02-2023 16:00,03-02-2023 16:15,128,NA,84.8,48.1,0.86,NA,19.9,51.4,0.1,14
03-02-2023 16:15,03-02-2023 16:30,128,NA,84.5,48.9,0.92,NA,19.3,50,0.1,14
03-02-2023 16:30,03-02-2023 16:45,128,NA,84.9,49.3,0.95,NA,19.3,49.9,0.1,14
03-02-2023 16:45,03-02-2023 17:00,121,NA,85.7,49.3,0.97,NA,18.9,49.3,0.1,34
03-02-2023 17:00,03-02-2023 17:15,121,NA,87.2,50.1,0.95,NA,19.5,48.9,0.1,34
03-02-2023 17:15,03-02-2023 17:30,121,NA,87.7,50.6,0.96,NA,22.2,47.1,0.1,34
03-02-2023 17:30,03-02-2023 17:45,121,NA,88.6,51.5,0.98,NA,23.5,44.5,0.1,34
03-02-2023 17:45,03-02-2023 18:00,184,NA,90.6,52.7,1.01,NA,24.4,38.9,0.1,38
03-02-2023 18:00,03-02-2023 18:15,184,NA,92.5,54.2,1.1,NA,24.4,32.5,0.1,38
03-02-2023 18:15,03-02-2023 18:30,184,NA,94.8,55.5,1.31,NA,24.1,28.8,0.1,38
03-02-2023 18:30,03-02-2023 18:45,184,NA,95.4,56.4,1.28,NA,24.3,21.2,0.1,38
03-02-2023 18:45,03-02-2023 19:00,184,NA,96.6,57.8,1.33,NA,24.5,19.4,0.1,64
03-02-2023 19:00,03-02-2023 19:15,184,NA,98.5,59.4,1.33,NA,24.5,20,0.1,64
03-02-2023 19:15,03-02-2023 19:30,184,NA,98.5,59.8,1.43,NA,24.9,11.7,0.1,64
03-02-2023 19:30,03-02-2023 19:45,184,NA,98.3,60.3,1.55,NA,24.9,8.8,0.1,64
03-02-2023 19:45,03-02-2023 20:00,266,NA,98.8,61.5,1.42,NA,25.2,13.8,0.2,60
03-02-2023 20:00,03-02-2023 20:15,266,NA,100.8,63.1,1.34,NA,25.1,20.7,0.2,60
03-02-2023 20:15,03-02-2023 20:30,266,NA,101.4,64.2,1.45,NA,25.2,15.8,0.2,60
03-02-2023 20:30,03-02-2023 20:45,266,NA,100.8,64.4,1.67,NA,25.9,8.1,0.2,60
03-02-2023 20:45,03-02-2023 21:00,276,NA,100.8,65.5,1.56,NA,26.3,4.7,0.2,52
03-02-2023 21:00,03-02-2023 21:15,276,NA,102.4,68,1.43,NA,26.6,5,0.2,52
03-02-2023 21:15,03-02-2023 21:30,276,NA,100.9,68.6,1.57,NA,24.8,5.3,0.2,52
03-02-2023 21:30,03-02-2023 21:45,276,NA,100.4,69.5,1.45,NA,23.8,5.2,0.2,52
03-02-2023 21:45,03-02-2023 22:00,222,NA,100.7,71,1.69,NA,22.9,5.9,0.2,59
03-02-2023 22:00,03-02-2023 22:15,222,NA,100,71.9,1.49,NA,21.5,6.7,0.2,59
03-02-2023 22:15,03-02-2023 22:30,222,NA,97.2,71.4,1.4,NA,20.8,8.9,0.2,59
03-02-2023 22:30,03-02-2023 22:45,222,NA,96.3,70.9,1.42,NA,20.5,9.4,0.2,59
03-02-2023 22:45,03-02-2023 23:00,248,NA,96.1,70.3,1.42,NA,20.4,10.1,0.2,52
03-02-2023 23:00,03-02-2023 23:15,248,NA,95.2,69.4,1.58,NA,20.4,10,0.2,52
03-02-2023 23:15,03-02-2023 23:30,248,NA,92.4,67.9,1.67,NA,20.3,7.9,0.2,52
03-02-2023 23:30,03-02-2023 23:45,248,NA,90.7,66.9,1.74,NA,20.8,6.5,0.2,52
03-02-2023 23:45,04-02-2023 00:00,180,NA,89.9,66.7,NA,NA,20.3,4.9,0.2,67
04-02-2023 00:00,04-02-2023 00:15,180,NA,89,67.2,1.64,NA,19.7,5.6,0.2,67
04-02-2023 00:15,04-02-2023 00:30,180,NA,87.7,66.4,1.59,NA,20,5.5,0.2,67
04-02-2023 00:30,04-02-2023 00:45,180,NA,87.7,66.3,1.6,NA,19.5,6,0.2,67
04-02-2023 00:45,04-02-2023 01:00,216,NA,84.7,64.8,1.63,NA,20.2,6.7,0.2,76
04-02-2023 01:00,04-02-2023 01:15,216,NA,83.7,63.8,1.5,NA,20.8,7.4,0.2,76
04-02-2023 01:15,04-02-2023 01:30,216,NA,81.1,61.8,1.4,NA,22.6,7.9,0.2,76
04-02-2023 01:30,04-02-2023 01:45,216,NA,79.2,60.6,1.42,NA,24.7,7.6,0.2,76
04-02-2023 01:45,04-02-2023 02:00,211,NA,81.2,60.3,1.37,NA,25.7,9.9,0.2,68
04-02-2023 02:00,04-02-2023 02:15,211,NA,81.6,60.3,1.32,NA,26.9,11.5,0.2,68
04-02-2023 02:15,04-02-2023 02:30,211,NA,80.5,59.1,1.25,NA,27.8,12.2,0.2,68
04-02-2023 02:30,04-02-2023 02:45,211,NA,79.9,57.8,1.19,NA,27.5,14.6,0.2,68
04-02-2023 02:45,04-02-2023 03:00,211,NA,79,56.3,1.2,NA,26.9,13.2,0.2,53
04-02-2023 03:00,04-02-2023 03:15,211,NA,79,55.5,1.25,NA,26.7,10.9,0.2,53
04-02-2023 03:15,04-02-2023 03:30,211,NA,78.2,54.7,1.27,NA,26,9.9,0.2,53
04-02-2023 03:30,04-02-2023 03:45,211,NA,77,53.4,1.27,NA,26.1,10.6,0.2,53
04-02-2023 03:45,04-02-2023 04:00,124,NA,75.5,52.5,1.25,NA,26.3,11.3,0.2,51
04-02-2023 04:00,04-02-2023 04:15,124,NA,75.2,51.5,1.19,NA,26.3,13.4,0.2,51
04-02-2023 04:15,04-02-2023 04:30,124,NA,74.3,51.1,1.16,NA,26.2,13.9,0.2,51
04-02-2023 04:30,04-02-2023 04:45,124,NA,73,49.9,1.19,NA,26.1,12.1,0.2,51
04-02-2023 04:45,04-02-2023 05:00,130,NA,72.6,48.6,1.21,NA,26.2,12.3,0.2,49
04-02-2023 05:00,04-02-2023 05:15,130,NA,72.1,48.4,1.21,NA,25.9,11,0.2,49
04-02-2023 05:15,04-02-2023 05:30,130,NA,70.6,47.6,1.33,NA,22.8,10.4,0.2,49
04-02-2023 05:30,04-02-2023 05:45,130,NA,69,47.1,1.6,NA,21.1,5.7,0.2,49
04-02-2023 05:45,04-02-2023 06:00,101,NA,68.8,48,1.48,NA,20.3,6.7,0.2,85
04-02-2023 06:00,04-02-2023 06:15,101,NA,68.8,48.1,1.35,NA,20.1,8.2,0.2,85
04-02-2023 06:15,04-02-2023 06:30,101,NA,67.6,47.5,1.44,NA,19.5,8.1,0.2,85
04-02-2023 06:30,04-02-2023 06:45,101,NA,66.8,46.9,1.99,NA,19.6,5.3,0.2,85
04-02-2023 06:45,04-02-2023 07:00,167,NA,67.3,48.5,1.74,NA,19.5,5.2,0.2,180
04-02-2023 07:00,04-02-2023 07:15,167,NA,68.8,51.1,2.04,NA,19.4,5.2,0.3,180
04-02-2023 07:15,04-02-2023 07:30,167,NA,67.9,52.4,2.34,NA,19.9,5.1,0.2,180
04-02-2023 07:30,04-02-2023 07:45,167,NA,67.5,53.4,1.48,NA,20.1,7.1,0.3,180
04-02-2023 07:45,04-02-2023 08:00,329,NA,68.5,54.6,1.02,NA,20.8,14,0.3,306
04-02-2023 08:00,04-02-2023 08:15,329,NA,69.5,54.9,0.61,NA,20.9,22.1,0.3,306
04-02-2023 08:15,04-02-2023 08:30,329,NA,70.6,54.2,0.63,NA,20.4,26.9,0.3,306
04-02-2023 08:30,04-02-2023 08:45,329,NA,72.1,53.6,0.73,NA,20.3,25.5,0.3,306
04-02-2023 08:45,04-02-2023 09:00,522,NA,72.9,53.1,0.69,NA,21.2,NA,0.3,102
04-02-2023 09:00,04-02-2023 09:15,522,NA,74.9,52.8,0.53,NA,22,NA,0.3,102
04-02-2023 09:15,04-02-2023 09:30,522,NA,76.7,52.2,0.5,NA,23.6,35.3,0.3,102
04-02-2023 09:30,04-02-2023 09:45,522,NA,78.9,52.5,0.45,NA,24.6,38.1,0.3,102
04-02-2023 09:45,04-02-2023 10:00,208,NA,81.9,53.3,NA,NA,26.5,43.7,0.2,47
04-02-2023 10:00,04-02-2023 10:15,208,NA,82.7,53.3,NA,NA,28.1,44.7,0.2,47
04-02-2023 10:15,04-02-2023 10:30,208,NA,83,53.1,1.26,NA,29.9,44.9,0.2,47
04-02-2023 10:30,04-02-2023 10:45,208,NA,82,52.6,0.41,NA,29.6,47.4,0.2,47
04-02-2023 10:45,04-02-2023 11:00,208,NA,81.3,51.4,0.4,NA,31.5,46.8,0.2,27
04-02-2023 11:00,04-02-2023 11:15,208,NA,82.6,51.1,0.39,NA,31.6,45.7,0.2,27
04-02-2023 11:15,04-02-2023 11:30,208,NA,81.2,50.4,0.38,NA,31,48,0.2,27
04-02-2023 11:30,04-02-2023 11:45,208,NA,79.9,49.4,0.37,NA,30.4,51.4,0.2,27
04-02-2023 11:45,04-02-2023 12:00,113,NA,NA,NA,0.33,NA,NA,55.7,0.2,28
04-02-2023 12:00,04-02-2023 12:15,113,NA,NA,NA,0.3,NA,NA,59,0.2,28
04-02-2023 12:15,04-02-2023 12:30,113,NA,NA,NA,0.3,NA,28.8,59,0.2,28
04-02-2023 12:30,04-02-2023 12:45,113,NA,75.4,47.5,0.29,NA,27,62.2,0.2,28
04-02-2023 12:45,04-02-2023 13:00,144,NA,76.4,46.7,0.27,NA,28.8,62.5,0.2,21
04-02-2023 13:00,04-02-2023 13:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-02-2023 13:15,04-02-2023 13:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-02-2023 13:30,04-02-2023 13:45,NA,NA,55.2,34.4,NA,NA,28.5,NA,NA,NA
04-02-2023 13:45,04-02-2023 14:00,NA,NA,54.7,35.6,1.34,NA,30,65.1,NA,NA
04-02-2023 14:00,04-02-2023 14:15,NA,NA,56.4,36.8,1.33,NA,29.5,63.5,NA,NA
04-02-2023 14:15,04-02-2023 14:30,NA,NA,55.3,36.5,1.31,NA,28.4,63.5,NA,NA
04-02-2023 14:30,04-02-2023 14:45,NA,NA,53.8,36.3,0.98,NA,27.1,65.3,0.1,NA
04-02-2023 14:45,04-02-2023 15:00,NA,NA,53.5,36.1,0.68,NA,25.7,65.1,0.1,20
04-02-2023 15:00,04-02-2023 15:15,NA,NA,56.6,37.6,0.66,NA,25.8,62.5,0.1,20
04-02-2023 15:15,04-02-2023 15:30,NA,NA,55.8,37,0.65,NA,26.4,62.6,0.1,20
04-02-2023 15:30,04-02-2023 15:45,NA,NA,56.6,37,0.66,NA,26.5,62.7,0.1,20
04-02-2023 15:45,04-02-2023 16:00,156,NA,57,37.3,0.66,NA,26.1,60.9,0.1,22
04-02-2023 16:00,04-02-2023 16:15,156,NA,59.3,37.5,0.66,NA,25.1,66,0.1,22
04-02-2023 16:15,04-02-2023 16:30,156,NA,61.9,38.1,0.66,NA,24.3,65.7,0.1,22
04-02-2023 16:30,04-02-2023 16:45,156,NA,64,39.2,0.66,NA,23.9,64.8,0.1,22
04-02-2023 16:45,04-02-2023 17:00,129,NA,66,40,0.69,NA,23.8,63.7,0.1,22
04-02-2023 17:00,04-02-2023 17:15,129,NA,69.5,41.5,0.7,NA,23.5,59.5,0.1,22
04-02-2023 17:15,04-02-2023 17:30,129,NA,72.1,42.7,0.7,NA,23.3,54.3,0.1,22
04-02-2023 17:30,04-02-2023 17:45,129,NA,74.3,43.7,0.7,NA,22.6,48.1,0.1,22
04-02-2023 17:45,04-02-2023 18:00,139,NA,76.6,45.8,0.74,NA,23.3,43.2,0.1,25
04-02-2023 18:00,04-02-2023 18:15,139,NA,77.9,46.9,0.8,NA,25.7,34.7,0.1,25
04-02-2023 18:15,04-02-2023 18:30,139,NA,80.2,48.2,0.84,NA,26.9,32.8,0.1,25
04-02-2023 18:30,04-02-2023 18:45,139,NA,82.7,50,0.87,NA,27.6,25.1,0.1,25
04-02-2023 18:45,04-02-2023 19:00,219,NA,85.5,51.9,0.93,NA,28,23.3,0.1,50
04-02-2023 19:00,04-02-2023 19:15,219,NA,87.6,53.8,1.02,NA,27.7,17.2,0.1,50
04-02-2023 19:15,04-02-2023 19:30,219,NA,90.1,56,1.03,NA,27.2,11.1,0.1,50
04-02-2023 19:30,04-02-2023 19:45,219,NA,91.8,57.6,1.08,NA,27.1,7.8,0.1,50
04-02-2023 19:45,04-02-2023 20:00,232,NA,92,59.1,1.03,NA,27.8,5.7,0.1,62
04-02-2023 20:00,04-02-2023 20:15,232,NA,92.7,60.6,1.52,NA,27.9,4.7,0.1,62
04-02-2023 20:15,04-02-2023 20:30,232,NA,93.8,63.2,2.2,NA,27.4,5.3,0.1,62
04-02-2023 20:30,04-02-2023 20:45,232,NA,93.6,65.9,2.07,NA,28.4,5,0.2,62
04-02-2023 20:45,04-02-2023 21:00,256,NA,93.9,69.2,1.95,NA,28.6,5,0.2,112
04-02-2023 21:00,04-02-2023 21:15,256,NA,95.3,72.2,1.43,NA,28.2,5.7,0.2,112
04-02-2023 21:15,04-02-2023 21:30,256,NA,96.1,74.2,1.36,NA,27.8,5.8,0.2,112
04-02-2023 21:30,04-02-2023 21:45,256,NA,95.9,74.9,1.44,NA,27.9,6.1,0.2,112
04-02-2023 21:45,04-02-2023 22:00,407,NA,94.9,74.8,1.72,NA,28.6,5.7,0.2,79
04-02-2023 22:00,04-02-2023 22:15,407,NA,92.5,73.8,1.66,NA,27.2,6.6,0.2,79
04-02-2023 22:15,04-02-2023 22:30,407,NA,90.4,72.6,1.68,NA,25.1,7.2,0.2,79
04-02-2023 22:30,04-02-2023 22:45,407,NA,89.1,72,1.83,NA,23.5,6,0.2,79
04-02-2023 22:45,04-02-2023 23:00,407,NA,88.2,71.8,2,NA,22.4,5.3,0.2,108
04-02-2023 23:00,04-02-2023 23:15,407,NA,87.4,72.7,2.02,NA,21.5,5.5,0.2,108
04-02-2023 23:15,04-02-2023 23:30,407,NA,85.7,72.8,2.22,NA,21.3,4.8,0.2,108
04-02-2023 23:30,04-02-2023 23:45,407,NA,83.9,72.3,1.92,NA,21.6,5.3,0.2,108
04-02-2023 23:45,05-02-2023 00:00,293,NA,81.5,71.5,NA,NA,22.1,5.4,0.2,134
05-02-2023 00:00,05-02-2023 00:15,293,NA,81.1,70.9,1.5,NA,22.2,5.3,0.2,134
05-02-2023 00:15,05-02-2023 00:30,293,NA,79.9,69.5,1.28,NA,22.6,5.6,0.2,134
05-02-2023 00:30,05-02-2023 00:45,293,NA,79.7,69.1,1.19,NA,22.2,5.1,0.3,134
05-02-2023 00:45,05-02-2023 01:00,307,NA,78.8,69.1,1.16,NA,22.5,5,0.3,116
05-02-2023 01:00,05-02-2023 01:15,307,NA,78.5,70.4,1.23,NA,22.6,5.3,0.2,116
05-02-2023 01:15,05-02-2023 01:30,307,NA,78,72.3,1.19,NA,22.5,5.4,0.2,116
05-02-2023 01:30,05-02-2023 01:45,307,NA,79.6,75.3,1.25,NA,22.2,5.3,0.3,116
05-02-2023 01:45,05-02-2023 02:00,291,NA,79.3,79.5,1.31,NA,23.3,4.5,0.2,123
05-02-2023 02:00,05-02-2023 02:15,291,NA,78.1,83.3,1.29,NA,25,5.4,0.3,123
05-02-2023 02:15,05-02-2023 02:30,291,NA,77.9,87.8,1.28,NA,26.4,4.6,0.3,123
05-02-2023 02:30,05-02-2023 02:45,291,NA,78.5,91.8,1.27,NA,27.3,4.8,0.3,123
05-02-2023 02:45,05-02-2023 03:00,431,NA,77.6,94.1,1.23,NA,28.4,5.3,0.3,111
05-02-2023 03:00,05-02-2023 03:15,431,NA,78.7,95.9,1.21,NA,28.6,5.2,0.3,111
05-02-2023 03:15,05-02-2023 03:30,431,NA,78.2,96.4,1.2,NA,28,5.1,0.3,111
05-02-2023 03:30,05-02-2023 03:45,431,NA,77.3,95.8,1.08,NA,27.7,4.2,0.3,111
05-02-2023 03:45,05-02-2023 04:00,328,NA,76.7,93.5,0.98,NA,28.3,4.9,0.3,85
05-02-2023 04:00,05-02-2023 04:15,328,NA,76,90.2,0.77,NA,28.8,5.4,0.3,85
05-02-2023 04:15,05-02-2023 04:30,328,NA,76.2,87.2,0.65,NA,28,6.3,0.3,85
05-02-2023 04:30,05-02-2023 04:45,328,NA,75.7,82.9,0.66,NA,27.9,5.7,0.2,85
05-02-2023 04:45,05-02-2023 05:00,228,NA,73.8,78.7,0.72,NA,28.1,5.2,0.2,57
05-02-2023 05:00,05-02-2023 05:15,228,NA,72.6,75.3,0.62,NA,27.9,6.4,0.2,57
05-02-2023 05:15,05-02-2023 05:30,228,NA,72.5,71.8,0.6,NA,27.6,6.7,0.2,57
05-02-2023 05:30,05-02-2023 05:45,228,NA,71.6,68.5,0.63,NA,27.6,6.2,0.2,57
05-02-2023 05:45,05-02-2023 06:00,145,NA,71.4,67,0.71,NA,27.8,5,0.2,52
05-02-2023 06:00,05-02-2023 06:15,145,NA,71.1,65.7,0.74,NA,25.5,5.3,0.2,52
05-02-2023 06:15,05-02-2023 06:30,145,NA,70.1,64.4,1.12,NA,23.2,5,0.2,52
05-02-2023 06:30,05-02-2023 06:45,145,NA,68.4,64.1,1.16,NA,22.6,5,0.2,52
05-02-2023 06:45,05-02-2023 07:00,145,NA,67.8,64.5,1.35,NA,22.2,5.3,0.2,151
05-02-2023 07:00,05-02-2023 07:15,145,NA,68.5,66.5,1.27,NA,21.5,5.4,0.2,151
05-02-2023 07:15,05-02-2023 07:30,145,NA,67.9,67.5,1.24,NA,21.5,5.1,0.3,151
05-02-2023 07:30,05-02-2023 07:45,145,NA,67.7,68.7,0.82,NA,21.7,8.2,0.3,151
05-02-2023 07:45,05-02-2023 08:00,335,NA,67.8,68,0.57,NA,22.1,16.3,0.3,133
05-02-2023 08:00,05-02-2023 08:15,335,NA,68.8,67.2,0.5,NA,21.9,24.5,0.3,133
05-02-2023 08:15,05-02-2023 08:30,335,NA,68.8,65.8,0.49,NA,22.1,27.4,0.2,133
05-02-2023 08:30,05-02-2023 08:45,335,NA,68.8,64,0.58,NA,22.3,30.9,0.2,133
05-02-2023 08:45,05-02-2023 09:00,282,NA,70.4,62.4,0.55,NA,22.4,NA,0.2,69
05-02-2023 09:00,05-02-2023 09:15,282,NA,72.6,60.9,0.55,NA,22.6,NA,0.2,69
05-02-2023 09:15,05-02-2023 09:30,282,NA,73.3,58.5,0.63,NA,22.8,38.9,0.2,69
05-02-2023 09:30,05-02-2023 09:45,282,NA,75.5,57.8,0.5,NA,22.4,44.3,0.2,69
05-02-2023 09:45,05-02-2023 10:00,166,NA,77.8,56.3,NA,NA,23.3,47.6,0.2,64
05-02-2023 10:00,05-02-2023 10:15,166,NA,79.5,55.4,NA,NA,25.6,52.5,0.2,64
05-02-2023 10:15,05-02-2023 10:30,166,NA,81.1,54,1.29,NA,26.4,56.2,0.2,64
05-02-2023 10:30,05-02-2023 10:45,166,NA,82.7,53.4,0.46,NA,26.8,59.8,0.2,64
05-02-2023 10:45,05-02-2023 11:00,161,NA,84.1,52.7,0.44,NA,27.1,62.6,0.2,38
05-02-2023 11:00,05-02-2023 11:15,161,NA,84.7,51.9,0.44,NA,26.6,63.8,0.2,38
05-02-2023 11:15,05-02-2023 11:30,161,NA,84.5,51.1,0.42,NA,25.9,64.5,0.2,38
05-02-2023 11:30,05-02-2023 11:45,161,NA,84.3,50,0.38,NA,25.4,57.2,0.2,38
05-02-2023 11:45,05-02-2023 12:00,111,NA,NA,NA,0.35,NA,NA,55.5,0.2,26
05-02-2023 12:00,05-02-2023 12:15,111,NA,NA,NA,0.34,NA,NA,56.3,0.2,26
05-02-2023 12:15,05-02-2023 12:30,111,NA,NA,NA,0.3,NA,27,58.1,0.2,26
05-02-2023 12:30,05-02-2023 12:45,111,NA,81.2,48.6,0.27,NA,24.5,59.4,0.1,26
05-02-2023 12:45,05-02-2023 13:00,123,NA,82.9,49.2,0.27,NA,26.1,56.9,0.1,25
05-02-2023 13:00,05-02-2023 13:15,123,NA,85.1,50.6,0.25,NA,25.6,55.6,0.1,25
05-02-2023 13:15,05-02-2023 13:30,123,NA,85.9,51.3,0.24,NA,24.8,55.1,0.1,25
05-02-2023 13:30,05-02-2023 13:45,123,NA,86.5,51.5,0.23,NA,24.5,54.4,0.1,25
05-02-2023 13:45,05-02-2023 14:00,149,NA,86.4,51.8,0.21,NA,25.1,52.8,0.1,23
05-02-2023 14:00,05-02-2023 14:15,149,NA,87.8,52.4,0.17,NA,25.6,51.4,0.1,23
05-02-2023 14:15,05-02-2023 14:30,149,NA,87.2,52.7,0.15,NA,26.2,49.5,0.1,23
05-02-2023 14:30,05-02-2023 14:45,149,NA,83.8,50.8,0.14,NA,24,51.1,0.1,23
05-02-2023 14:45,05-02-2023 15:00,149,NA,80.1,48,0.14,NA,22.3,50.6,0.1,12
05-02-2023 15:00,05-02-2023 15:15,149,NA,80.7,48.1,0.13,NA,23.5,50.7,0.1,12
05-02-2023 15:15,05-02-2023 15:30,149,NA,85.1,50.7,0.19,NA,33.6,48.9,0.1,12
05-02-2023 15:30,05-02-2023 15:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 15:45,05-02-2023 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 16:00,05-02-2023 16:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 16:15,05-02-2023 16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 16:30,05-02-2023 16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 16:45,05-02-2023 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 17:00,05-02-2023 17:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 17:15,05-02-2023 17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 17:30,05-02-2023 17:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-02-2023 17:45,05-02-2023 18:00,NA,NA,NA,NA,0.25,NA,NA,36.2,NA,NA
05-02-2023 18:00,05-02-2023 18:15,NA,NA,39,28.6,0.24,NA,27,35.8,NA,NA
05-02-2023 18:15,05-02-2023 18:30,NA,NA,42.2,30.1,0.33,NA,27.2,29.3,NA,NA
05-02-2023 18:30,05-02-2023 18:45,NA,NA,43.7,31.1,0.65,NA,27.4,16,0.1,NA
05-02-2023 18:45,05-02-2023 19:00,NA,NA,45.8,32.8,0.87,NA,27.4,12.9,0.1,80
05-02-2023 19:00,05-02-2023 19:15,NA,NA,47.6,35.6,0.98,NA,27.2,7.4,0.1,80
05-02-2023 19:15,05-02-2023 19:30,NA,NA,50.7,38.5,0.93,NA,27.1,5.4,0.2,80
05-02-2023 19:30,05-02-2023 19:45,NA,NA,54.8,42.3,1.28,NA,26.7,5.7,0.2,80
05-02-2023 19:45,05-02-2023 20:00,290,NA,60.5,47.4,1.05,NA,25.9,5.4,0.2,125
05-02-2023 20:00,05-02-2023 20:15,290,NA,65.7,52.3,0.93,NA,25.3,5.3,0.2,125
05-02-2023 20:15,05-02-2023 20:30,290,NA,69.1,56.5,0.87,NA,24.9,5.6,0.2,125
05-02-2023 20:30,05-02-2023 20:45,290,NA,72,60.2,1.12,NA,24.5,5.5,0.2,125
05-02-2023 20:45,05-02-2023 21:00,425,NA,72.5,63.3,2.38,NA,25.3,5.4,0.2,105
05-02-2023 21:00,05-02-2023 21:15,425,NA,72.5,67.2,2.1,NA,26.8,5.3,0.2,105
05-02-2023 21:15,05-02-2023 21:30,425,NA,74.8,72.9,1.56,NA,27.2,4.8,0.2,105
05-02-2023 21:30,05-02-2023 21:45,425,NA,77.1,78.2,1.83,NA,27.3,5.1,0.3,105
05-02-2023 21:45,05-02-2023 22:00,477,NA,79.2,83.1,2.05,NA,27.7,5.1,0.3,145
05-02-2023 22:00,05-02-2023 22:15,477,NA,81,87.5,1.74,NA,27.8,5.8,0.3,145
05-02-2023 22:15,05-02-2023 22:30,477,NA,81.3,90.5,1.57,NA,27.7,4.2,0.3,145
05-02-2023 22:30,05-02-2023 22:45,477,NA,82.4,93,1.56,NA,27.9,4.6,0.3,145
05-02-2023 22:45,05-02-2023 23:00,508,NA,83.3,94.7,1.56,NA,28.2,5.4,0.3,128
05-02-2023 23:00,05-02-2023 23:15,508,NA,84,96.3,1.56,NA,27.8,5,0.3,128
05-02-2023 23:15,05-02-2023 23:30,508,NA,84.5,98,1.84,NA,27.2,5.4,0.3,128
05-02-2023 23:30,05-02-2023 23:45,508,NA,85.3,100.2,1.65,NA,27.8,3.8,0.3,128
05-02-2023 23:45,06-02-2023 00:00,503,NA,85.5,101.9,NA,NA,28.5,4.7,0.3,158
06-02-2023 00:00,06-02-2023 00:15,503,NA,83.9,102.8,1.27,NA,28.7,4.7,0.3,158
06-02-2023 00:15,06-02-2023 00:30,503,NA,83.5,103.2,1.04,NA,28.9,5.8,0.3,158
06-02-2023 00:30,06-02-2023 00:45,503,NA,84.4,103.9,1.04,NA,27.9,5,0.3,158
06-02-2023 00:45,06-02-2023 01:00,554,NA,83.9,104.2,1,NA,27.6,4.6,0.3,105
06-02-2023 01:00,06-02-2023 01:15,554,NA,82.6,104.2,1.35,NA,25.7,5.5,0.3,105
06-02-2023 01:15,06-02-2023 01:30,554,NA,81.9,105,1.68,NA,24.3,5.4,0.3,105
06-02-2023 01:30,06-02-2023 01:45,554,NA,81.3,106.2,1.48,NA,22.8,5.1,0.3,105
06-02-2023 01:45,06-02-2023 02:00,427,NA,78.3,106,1.21,NA,22.5,5.2,0.3,141
06-02-2023 02:00,06-02-2023 02:15,427,NA,77.9,106.8,1.18,NA,22.3,5.1,0.3,141
06-02-2023 02:15,06-02-2023 02:30,427,NA,75.8,105.4,1.39,NA,22.2,5.4,0.3,141
06-02-2023 02:30,06-02-2023 02:45,427,NA,74.8,102.7,1.16,NA,21.9,4.9,0.3,141
06-02-2023 02:45,06-02-2023 03:00,427,NA,73.2,98.5,1.03,NA,21.7,5.1,0.3,96
06-02-2023 03:00,06-02-2023 03:15,427,NA,70.7,94.8,1,NA,22.4,5.3,0.3,96
06-02-2023 03:15,06-02-2023 03:30,427,NA,69.7,90.8,0.87,NA,22.4,5.4,0.3,96
06-02-2023 03:30,06-02-2023 03:45,427,NA,67.7,86.9,0.97,NA,22.2,5.4,0.3,96
06-02-2023 03:45,06-02-2023 04:00,320,NA,67.5,83.4,1.15,NA,22.1,4.8,0.3,67
06-02-2023 04:00,06-02-2023 04:15,320,NA,66.2,80.7,1.35,NA,22.3,4.7,0.3,67
06-02-2023 04:15,06-02-2023 04:30,320,NA,64.7,80.1,1.58,NA,22.2,5.1,0.2,67
06-02-2023 04:30,06-02-2023 04:45,320,NA,64,81.6,1.72,NA,22.4,5.1,0.3,67
06-02-2023 04:45,06-02-2023 05:00,215,NA,63.3,83.5,1.59,NA,22.8,5.1,0.3,112
06-02-2023 05:00,06-02-2023 05:15,215,NA,64.1,86.8,1.33,NA,24.7,5.1,0.3,112
06-02-2023 05:15,06-02-2023 05:30,215,NA,65.8,89.5,1.27,NA,26,5,0.3,112
06-02-2023 05:30,06-02-2023 05:45,215,NA,67,91.1,1.21,NA,27,4.6,0.3,112
